"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/12632","2013-09-03","Department for Environment, Food and Rural Affairs","2013-08-30","To ask the Secretary of State for Environment, Food and Rural Affairs, how many warning notices have been issued by the Animal Health and Veterinary Laboratory Agency for breaches of the legislation to shipments of live farm animals transported from England to continental Europe since 1 May 2013.","Biography information for Charlie Elphicke","Charlie Elphicke","House of Commons Tabled Parliamentary Question 2013/14 167696","167696"
"http://data.parliament.uk/resources/12633","2013-09-04","Cabinet Office","2013-08-30","To ask the Minister for the Cabinet Office, pursuant to the Answer of 17 July 2013, Official Report, column 768W, on cybercrime, what requests the Government made to (a) Google, (b) Facebook and (c) Microsoft for data in 2012-13 to inform those research studies.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2013/14 167703","167703"
"http://data.parliament.uk/resources/12634","2013-09-03","Department for Environment, Food and Rural Affairs","2013-08-30","To ask the Secretary of State for Environment, Food and Rural Affairs, how many lorries of live farm animals for further fattening or slaughter have left English ports since 1 May 2013; and of those shipments how many lorries were inspected by the Animal Health and Veterinary Laboratory Agency both at loading and at the port.","Biography information for Charlie Elphicke","Charlie Elphicke","House of Commons Tabled Parliamentary Question 2013/14 167697","167697"
"http://data.parliament.uk/resources/12635","2013-09-04","Ministry of Defence","2013-08-30","To ask the Secretary of State for Defence, how his Department plans to target cyber security experts for recruitment as reservists.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2013/14 167704","167704"
"http://data.parliament.uk/resources/12636","2013-09-03","Department for Communities and Local Government","2013-08-30","To ask the Secretary of State for Communities and Local Government, what steps his Department is taking to support community pubs.","Biography information for Andrew Stephenson","Andrew Stephenson","House of Commons Tabled Parliamentary Question 2013/14 167698","167698"
"http://data.parliament.uk/resources/12637","2013-09-04","Cabinet Office","2013-08-30","To ask the Minister for the Cabinet Office, what organisations received Investment and Contract Readiness funding in the last year for which records are available.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2013/14 167705","167705"
"http://data.parliament.uk/resources/12638","2013-09-03","Department for Communities and Local Government","2013-08-30","To ask the Secretary of State for Communities and Local Government, what steps his Department is taking to make communities aware of the Community Right to Bid as a way of protecting local pubs from closure.","Biography information for Andrew Stephenson","Andrew Stephenson","House of Commons Tabled Parliamentary Question 2013/14 167699","167699"
"http://data.parliament.uk/resources/12639","2013-09-03","Department for Communities and Local Government","2013-08-30","To ask the Secretary of State for Communities and Local Government, what estimate he has made of the number of pubs that have closed in each of the last five years.","Biography information for Andrew Stephenson","Andrew Stephenson","House of Commons Tabled Parliamentary Question 2013/14 167700","167700"
"http://data.parliament.uk/resources/12640","2013-09-04","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, what assessment she has made of trends in the level of crime in (a) North Swindon constituency and (b) Wiltshire in each of the last five years; and if she will make a statement.","Biography information for Justin Tomlinson","Justin Tomlinson","House of Commons Tabled Parliamentary Question 2013/14 167706","167706"
"http://data.parliament.uk/resources/12641","2013-09-03","Department of Health","2013-08-30","To ask the Secretary of State for Health, what body or individual is responsible for monitoring the implementation of the provisions of the Mental Capacity Act 2005 in hospitals.","Biography information for Mr Ben Wallace","Mr Ben Wallace","House of Commons Tabled Parliamentary Question 2013/14 167701","167701"
"http://data.parliament.uk/resources/12642","2013-09-03","Department for Culture Media and Sport","2013-08-30","To ask the Secretary of State for Culture, Media and Sport, what steps she is taking to support the programme making and special events industry; and if she will make a statement.","Biography information for Sir Peter Luff","Peter Luff","House of Commons Tabled Parliamentary Question 2013/14 167707","167707"
"http://data.parliament.uk/resources/12643","2013-09-03","Department for Culture Media and Sport","2013-08-30","To ask the Secretary of State for Culture, Media and Sport, what assessment her Department has made of the role that the programme making and special events sector plays in supporting the creative industries in the UK; and if she will make a statement.","Biography information for Sir Peter Luff","Peter Luff","House of Commons Tabled Parliamentary Question 2013/14 167708","167708"
"http://data.parliament.uk/resources/12644","2013-09-03","Department for Culture Media and Sport","2013-08-30","To ask the Secretary of State for Culture, Media and Sport, what steps she is taking to ensure that the programme making and special events sector has access to an adequate quantity of spectrum in the future; and if she will make a statement.","Biography information for Sir Peter Luff","Peter Luff","House of Commons Tabled Parliamentary Question 2013/14 167709","167709"
"http://data.parliament.uk/resources/12645","2013-09-03","Department for Work and Pensions","2013-08-30","To ask the Secretary of State for Work and Pensions, what assessment he has made of the effects of the benefit cap on (a) single-parent and (b) two-parent households.","Biography information for John Robertson","John Robertson","House of Commons Tabled Parliamentary Question 2013/14 167713","167713"
"http://data.parliament.uk/resources/12646","2013-09-03","Department for Work and Pensions","2013-08-30","To ask the Secretary of State for Work and Pensions, what recent assessment he has made of the effectiveness of universal credit in incentivising work.","Biography information for John Robertson","John Robertson","House of Commons Tabled Parliamentary Question 2013/14 167710","167710"
"http://data.parliament.uk/resources/12647","2013-09-03","Department for Work and Pensions","2013-08-30","To ask the Secretary of State for Work and Pensions, whether his Department is undertaking research on the effects of population growth in the UK on the Department's services.","Biography information for John Robertson","John Robertson","House of Commons Tabled Parliamentary Question 2013/14 167714","167714"
"http://data.parliament.uk/resources/12648","2013-09-03","Department for Work and Pensions","2013-08-30","To ask the Secretary of State for Work and Pensions, what steps he is taking to ensure that all those entitled to and in need of benefits in Glasgow North West constituency claim all relevant benefits.","Biography information for John Robertson","John Robertson","House of Commons Tabled Parliamentary Question 2013/14 167711","167711"
"http://data.parliament.uk/resources/12649","2013-09-03","Department for Work and Pensions","2013-08-30","To ask the Secretary of State for Work and Pensions, how regularly he meets with (a) executives and (b) assessors of Atos Healthcare to discuss disability assessments.","Biography information for John Robertson","John Robertson","House of Commons Tabled Parliamentary Question 2013/14 167715","167715"
